content_id,avg_used_time
260,21135989
261,17855327
262,17744559
263,13191318
264,12682318
265,29286969
266,14015768
267,15972330
268,37263094
269,10779591
270,18695653
271,2616087
272,25766763
273,16533542
274,19694284
275,21919616
276,17672311
277,17515325
278,13241813
279,23764768
280,19319028
281,4274939
282,22493301
283,20892215
284,16154478
285,12652049
286,29288049
287,23169179
288,26633698
289,18765579
290,15994799
291,24993883
292,5264542
293,27260990
294,9068210
295,33209261
296,19883408
297,31731221
298,15756406
299,4980314
300,14865792
301,4128759
302,21022284
303,15858549
304,1152515
305,34250379
306,35146018
307,30013961
308,33080563
309,6437324
310,1513104
311,17922860
312,25471690
313,23732169
314,37763274
315,16348590
316,49087120
317,30227157
318,10968343
319,21559399
320,29692353
321,30669026
322,13655572
323,38877525
324,26443469
325,25461436
326,51972310
327,13535106
328,21250632
329,12947941
330,11036191
331,22871189
332,21009083
333,23177080
334,24807608
335,24093423
336,26262274
337,15460222
338,33687708
339,16891758
340,18132076
341,40361212
342,29711100
343,28558811
344,16031269
345,22132586
346,9692431
347,748448
348,55489347
349,29258195
350,24051068
351,35536077
352,40510875
353,3367387
354,20564597
355,21169068
356,14060668
357,19421719
358,22157352
359,19537866
360,14069725
361,34538881
362,11801353
363,4668415
364,7908827
365,11213768
366,28401896
367,20164990
368,20143366
369,26772975
370,18300086
371,25112740
372,28544975
373,23204583
374,10353519
375,31346814
376,21539129
377,15267968
378,29979012
379,23044523
380,10049264
381,21299465
382,42697961
383,32828082
384,26532949
385,13442451
386,12794011
387,43009618
388,27444942
389,46075148
390,39897419
391,14225653
392,19148850
393,21444817
394,13309950
395,2029451
396,36041958
397,27695700
398,30882139
399,26488530
400,54500896
401,26732536
402,11319835
403,21142333
404,42086170
405,22719955
406,6713429
407,21211295
408,11654455
409,37109163
410,26723167
411,23060882
412,26768256
413,26651590
414,19783725
415,14972855
416,18394469
417,10461188
418,19049193
419,23997753
420,40886843
421,13518838
422,15941300
423,14352495
424,15061930
425,19567157
426,21484216
427,15391544
428,1512873
429,11946426
430,14533206
431,30961257
432,10105461
433,11730187
434,14588569
435,20256067
436,32905956
437,17976590
438,26696047
439,18425996
440,3044803
441,21955337
442,22401120
443,35119036
444,22443849
445,27176793
446,16222332
447,22408042
448,39468317
449,638503
450,22833413
451,25232581
452,38532512
453,8668734
454,27919474
455,19471541
456,22127488
457,38549598
458,19191434
459,1278482
460,59951350
461,14659484
462,23603826
463,6132595
464,4493611
465,26280428
466,24451856
467,17368166
468,21437895
469,35443379
470,17872527
471,24458158
472,14433956
473,10984074
474,14105866
475,11289655
476,29056632
477,27942305
478,19694268
479,20904696
480,16679602
481,15535634
482,22956339
483,25685546
484,21944963
485,28326416
486,22763616
487,19637142
488,20284855
489,57405220
490,27910032
491,31362463
492,27794723
493,15749451
494,19241936
495,15777952
496,30781755
497,22895359
498,27894612
499,12385095
500,13505680
501,14903374
502,19138962
503,15254025
504,15515105
505,36791903
506,24059993
507,24386386
508,18668131
509,18750741
510,15780544
511,37239855
512,14939740
513,37377513
514,9938911
515,54595856
516,7782002
517,21371184
518,27427097
519,37960748
520,21220876
521,70914
522,40179960
523,25098653
524,25383628
525,17825576
526,14785880
527,22342040
528,29669306
529,11394078
530,30306964
531,29085692
532,2650319
533,28030320
534,4516411
535,25100197
536,17386827
537,23919768
538,24824264
539,11008771
540,13226850
541,38263287
542,22727082
543,32329234
544,19430366
545,15877924
546,23739883
547,974051
548,13110718
549,20349876
550,10130656
551,19728994
552,20969555
553,27460482
554,24235937
555,19283566
556,18699923
557,24038610
558,12155606
559,21029287
560,21545479
561,22851808
562,26798948
563,2575042
564,24996863
565,16476278
566,8002314
567,21600529
568,24624058
569,7789023
570,10268359
571,14800002
572,19321365
573,14565003
574,23881884
575,17192498
576,16212594
577,29624709
578,10498904
579,13803249
580,17091433
581,26605114
582,10345859
583,14942104
584,15040668
585,31182525
586,11394977
587,15446465
588,23405239
589,14677921
590,18905450
591,19948022
592,32813055
593,10867263
594,15646224
595,23647569
596,21003537
597,16696647
598,29958117
599,19119537
600,34260888
601,13324730
602,17455969
603,18919239
604,28396665
605,13354011
606,18200439
607,22433696
608,32811677
609,17085846
610,22346044
611,16422332
612,13627198
613,24474024
614,22016974
615,24717636
616,9873061
617,21959154
618,15090341
619,27860884
620,21772845
621,31607100
622,31346344
623,22734163
624,13206301
625,17409355
626,20163678
627,22017894
628,11001326
629,11020572
630,18624291
631,23307487
632,14950898
633,23903396
634,21175849
635,24321756
636,12211290
637,15048125
638,39531992
639,18693082
640,13143049
641,34953717
642,21028673
643,29182294
644,12162723
645,24087473
646,27052504
647,14382464
648,7078039
649,30379249
650,23273415
651,18189575
652,24454205
653,21635155
654,17801340
655,25493315
656,23313826
657,15364707
658,35235559
659,35414875
660,38198855
661,22972530
662,28521996
663,24073732
664,21043699
665,19629922
666,30015617
667,10490158
668,17636376
669,22894377
670,24926798
671,15550578
672,21007597
673,17165240
674,6454755
675,28880531
676,10948889
677,16447525
678,15730791
679,14135972
680,18246938
681,39724675
682,18813626
683,21491799
684,29493828
685,21037414
686,11372333
687,15629209
688,16320059
689,17129668
690,20983010
691,20654874
692,11264000
693,24409148
694,22885558
695,20186651
696,10536126
697,19816811
698,18247602
699,2432400
700,37769827
701,6220648
702,23273503
703,12037016
704,9599462
705,18858777
706,22747938
707,24660786
708,29278871
709,25046807
710,9868487
711,23699192
712,16668698
713,17084838
714,12955280
715,14998521
716,10585704
717,17967696
718,23121153
719,15277818
720,21584957
721,34846334
722,24733345
723,21145364
724,12102181
725,15977870
726,35735196
727,17449808
728,18036720
729,27323630
730,13689700
731,11162757
732,31106050
733,20336077
734,17067390
735,21670710
736,21479520
737,34865297
738,13651852
739,26742449
740,34420781
741,11686653
742,25925199
743,20601424
744,21711701
745,93963955
746,19668393
747,28248457
748,28374343
749,24541494
750,24050311
751,19131264
752,10999314
753,24836694
754,38172829
755,17909798
756,15250878
757,16149382
758,27131213
759,37405243
760,2007264
761,19497508
762,33255312
763,10644991
764,679837
765,26349099
766,20844413
767,13038780
768,22667971
769,16635797
770,20429151
771,19648805
772,12370381
773,19769767
774,13608895
775,26088212
776,21302246
777,28322968
778,1668501
779,27300802
780,31362276
781,17156056
782,23493107
783,10528386
784,17856189
785,24034707
786,20608423
787,21120980
788,23368073
789,21405133
790,20552722
791,15612825
792,31842115
793,29967534
794,31649803
795,18774993
796,12920251
797,26093213
798,13826837
799,2556175
800,20994889
801,19747033
802,22860098
803,1750096
804,40209734
805,17685603
806,20536992
807,9914855
808,21332949
809,14654525
810,16237288
811,23851584
812,19616720
813,23903243
814,37876344
815,20979088
816,3282544
817,46100337
818,23645235
819,34781963
820,10827778
821,16943761
822,8550064
823,25967091
824,29212201
825,11844731
826,28096828
827,20713875
828,19711520
829,23363414
830,14299677
831,19686650
832,36749391
833,29894604
834,15813651
835,23727327
836,31798285
837,28692254
838,15862164
839,27939531
840,3793807
841,36686501
842,14793884
843,4557382
844,19017491
845,14725644
846,20838450
847,24209526
848,26928282
849,33006928
850,1338844
851,13275111
852,6586145
853,17214402
854,13792299
855,15910952
856,15936788
857,38732984
858,1997770
859,2625895
860,19982947
861,31793371
862,12655184
863,27363592
864,7374139
865,13059071
866,25004692
867,17320891
868,19487001
869,33659427
870,17208237
871,1656429
872,12429211
873,12189465
874,15811164
875,37189841
876,16908166
877,21341968
878,16651300
879,19933847
880,25552934
881,40473697
882,2264263
883,14340260
884,19366423
885,19569257
886,33580546
887,10231990
888,20731063
889,16224718
890,17337394
891,25254848
892,4484980
893,16674640
894,27510547
895,31991976
896,23054814
897,23717425
898,21323270
899,28136645
900,15288897
901,23073132
902,28875147
903,18350137
904,21385441
905,18676591
906,3761613
907,17521750
908,8054118
909,28255920
910,19748525
911,20726890
912,20754856
913,18859474
914,13228090
915,26476345
916,28436617
917,30378367
918,17798056
919,19126029
920,14875493
921,21479086
922,21562517
923,24056035
924,22578452
925,25620245
926,18446551
927,22584544
928,8772923
929,2431897
930,14553533
931,15465693
932,1556325
933,3595961
934,18706176
935,17379790
936,14039427
937,17141359
938,18493699
939,22359655
940,16155914
941,24954855
942,27245268
943,16874034
944,31126386
945,18116688
946,22320909
947,17921529
948,23128440
949,10947177
950,14485614
951,21594002
952,19049310
953,19861696
954,30041798
955,26417359
956,40210790
957,22681028
958,36856590
959,12893694
960,24863038
961,12596213
962,68375582
963,10708128
964,44864770
965,5782713
966,16337407
967,28445618
968,13776179
969,18191096
970,15405782
971,3575493
972,36152180
973,21877609
974,16284205
975,13152749
976,36016276
977,17339796
978,20143708
979,19515625
980,64289139
981,23009773
982,26009299
983,17188526
984,23526227
985,25359324
986,32084313
987,21526804
988,29576427
989,15860196
990,15059881
991,44192145
992,18972125
993,19791898
994,29003227
995,18634351
996,32087524
997,19207586
998,14152154
999,20702620
1000,21464121
1001,19793452
1002,25255764
1003,19379502
1004,25421300
1005,25991400
1006,20426386
1007,13653710
1008,19909380
1009,33210861
1010,22693539
1011,37573281
1012,15671478
1013,20124841
1014,29673967
1015,21373757
1016,31847134
1017,22876614
1018,29301732
1019,1315123
1020,20384596
1021,5732046
1022,4513225
1023,19112944
1024,5157017
1025,23554298
1026,1245145
1027,25184882
1028,11905760
1029,26155082
1030,20096579
1031,21196066
1032,21494735
1033,13480911
1034,9855649
1035,32195116
1036,15240162
1037,15672990
1038,27629744
1039,17190280
1040,7755302
1041,36852055
1042,28770790
1043,13095662
1044,14841185
1045,24303507
1046,18320629
1047,15362518
1048,33127972
1049,13713529
1050,20196769
1051,11649716
1052,15010047
1053,17475882
1054,13720931
1055,20869416
1056,13631929
1057,20747962
1058,29171641
1059,14168020
1060,26534538
1061,21838742
1062,19470931
1063,18965152
1064,14655450
1065,15652748
1066,18213482
1067,30333128
1068,17150859
1069,21725109
1070,17913982
1071,25031735
1072,28225479
1073,2587447
1074,25684130
1075,23018958
1076,35180881
1077,20126372
1078,39223387
1079,16733397
1080,21195166
1081,13273582
1082,14058913
1083,11119473
1084,14876392
1085,27434286
1086,15625097
1087,8876926
1088,14415791
1089,14542531
1090,16083682
1091,15492580
1092,24677992
1093,24263208
1094,23082761
1095,35582156
1096,23935308
1097,8129600
1098,13331395
1099,15320490
1100,16690517
1101,22038240
1102,19488554
1103,8425841
1104,29356176
1105,22254307
1106,26014907
1107,15063405
1108,24787771
1109,33418248
1110,30751540
1111,29976528
1112,21237280
1113,14513185
1114,26807899
1115,23249305
1116,21538860
1117,23319908
1118,13702018
1119,6144048
1120,30705896
1121,10998076
1122,15868582
1123,17206408
1124,26745100
1125,13522402
1126,181993
1127,12608131
1128,11071316
1129,15564101
1130,19759661
1131,21118859
1132,47805958
1133,13436197
1134,20069553
1135,357017
1136,21606526
1137,13070365
1138,14383541
1139,14819972
1140,13000156
1141,19007364
1142,27870377
1143,20511609
1144,18026295
1145,22256451
1146,19936607
1147,41803303
1148,29132060
1149,21139171
1150,10541013
1151,15001764
1152,11097784
1153,14085800
1154,22670684
1155,11640821
1156,14543568
1157,24890029
1158,15156122
1159,14612320
1160,19100947
1161,22800838
1162,25831553
1163,16311074
1164,14089501
1165,14947497
1166,32411655
1167,23313145
1168,16415481
1169,36427949
1170,30717805
1171,21647685
1172,18371410
1173,34736825
1174,19010005
1175,26570464
1176,18604523
1177,41944391
1178,29072871
1179,23149532
1180,31116481
1181,32286595
1182,23076169
1183,28694477
1184,32767363
1185,19790911
1186,10810265
1187,19217021
1188,24650650
1189,21075596
1190,11666292
1191,21608683
1192,21511721
1193,5773272
1194,15719873
1195,27720588
1196,14917396
1197,11157433
1198,25326023
1199,20978171
1200,20865590
1201,19051381
1202,24236547
1203,23581407
1204,17010861
1205,24925185
1206,11213606
1207,13868873
1208,45889883
1209,16927986
1210,36481231
1211,27242540
1212,27623561
1213,28232285
1214,21754451
1215,14297769
1216,39590318
1217,18913827
1218,17610765
1219,24211344
1220,21842441
1221,884076
1222,22169808
1223,18090098
1224,23105449
1225,3392820
1226,10156153
1227,22092349
1228,12673732
1229,13231651
1230,10350892
1231,26294561
1232,57912321
1233,27119212
1234,22580405
1235,21764335
1236,25031435
1237,13226523
1238,15687084
1239,25032227
1240,28770986
1241,28075693
1242,46515554
1243,12519565
1244,24024536
1245,29571135
1246,5250862
1247,30382402
1248,34264294
1249,22347041
1250,25227825
1251,15566043
1252,26338875
1253,25622300
1254,13242150
1255,10983179
1256,23988175
1257,18512821
1258,14408957
1259,13093583
1260,18754308
1261,10430657
1262,37064627
1263,4247735
1264,27837180
1265,23221807
1266,12777545
1267,24536754
1268,20695679
1269,17709204
1270,40590040
1271,10940683
1272,17450448
1273,22203435
1274,59283581
1275,22133267
1276,15526952
1277,8000538
1278,172143470
1279,13166162
1280,22248796
1281,19593614
1282,31145376
1283,23276144
1284,9253688
1285,14800588
1286,21400333
1287,42844863
1288,20429467
1289,38974759
1290,24295683
1291,24307924
1292,5189800
1293,21118331
1294,15303555
1295,17151748
1296,36414082
1297,19710218
1298,43642813
1299,25818029
1300,46061668
1301,8068932
1302,17532471
1303,29283254
1304,28121354
1305,25496996
1306,13433350
1307,18115244
1308,1310967
1309,17484769
1310,16801283
1311,28368237
1312,14789371
1313,20647397
1314,26007605
1315,20046402
1316,32361538
1317,689118
1318,23223087
1319,22347798
1320,19026175
1321,15611757
1322,27243796
1323,1038869
1324,21664727
1325,17333318
1326,22530085
1327,7993817
1328,33465996
1329,42720307
1330,20863226
1331,9224778
1332,1068984
1333,22522168
1334,24407876
1335,23460519
1336,39475652
1337,11170803
1338,19006316
1339,44691209
1340,37274187
1341,25066737
1342,32001175
1343,23633315
1344,17671736
1345,15868729
1346,7044668
1347,18944381
1348,22044483
1349,35446979
1350,28809035
1351,21546948
1352,340650
1353,18776139
1354,7959741
1355,56071886
1356,9236169
1357,21336042
1358,14116438
1359,15927733
1360,15903309
1361,14831420
1362,32643735
1363,12195103
1364,23591461
1365,18260147
1366,10692008
1367,15275551
1368,29320814
1369,15066699
1370,35746221
1371,8626547
1372,25047535
1373,24765503
1374,22003261
1375,21466486
1376,20569745
1377,19269312
1378,21619174
1379,19951693
1380,20686113
1381,43991029
1382,26956288
1383,12482752
1384,43590682
1385,402613
1386,17439482
1387,39808819
1388,45180947
1389,20007818
1390,23289010
1391,14754797
1392,21270804
1393,11228467
1394,21697024
1395,36476713
1396,11691401
1397,11576193
1398,21563797
1399,19677666
1400,139547
1401,346319
1402,1616340
1403,3097873
1404,1807058
1405,1797109
1406,4578408
1407,3925273
1408,2429349
1409,5605544
1410,3038782
1411,2175499
1412,10701830
1413,2270761
1414,2821121
1415,2426583
1416,2279949
1417,3083912
1418,2419462
1419,4764978
1420,3473419
1421,2769237
1422,1611821
1423,1993584
1424,4017219
1425,4700871
1426,4110657
1427,1509762
1428,1333155
1429,3130019
1430,3923524
1431,4372082
1432,4098142
1433,3384203
1434,2736710
1435,3054437
1436,4317987
1437,2962450
1438,4590924
1439,5378794
1440,2480426
1441,2681705
1442,3790714
1443,5078952
1444,2592285
1445,2047750
1446,7357794
1447,1836329
1448,2472669
1449,4684754
1450,4097358
1451,2092037
1452,1567657
1453,4485823
1454,2267252
1455,4622970
1456,2042813
1457,3376992
1458,3708090
1459,4161021
1460,1984308
1461,2457225
1462,8464900
1463,10360832
1464,3520014
1465,3755138
1466,7188601
1467,1665491
1468,6537780
1469,7755376
1470,4775393
1471,3404270
1472,3929234
1473,3206022
1474,4708533
1475,3366053
1476,3644412
1477,3147243
1478,3560867
1479,3226574
1480,2999564
1481,3112652
1482,3475204
1483,4774469
1487,1112477
1488,4702268
1489,1039512
1490,3286724
1491,2423368
1492,1708395
1493,9632180
1494,203598
1495,980397
1496,1824988
1497,1298814
1498,869167
1499,2639645
1500,8108758
1501,3874338
1502,4901572
1503,6691208
1504,6714221
1505,2237659
1506,2223716
1507,7394599
1508,4783133
1509,8134534
1510,2868572
1511,1729046
1512,1890960
1513,1885289
1514,3517250
1515,6729199
1516,911290
1517,2112889
1518,4894950
1519,2751985
1520,1913635
1521,407638
1522,2541261
1523,3634324
1524,3392851
1525,2904172
1526,7605360
1527,2842488
1528,1606108
1529,6404477
1530,3002773
1531,5404309
1532,12354525
1533,5556403
1534,8260278
1535,3850922
1536,2649908
1537,7921468
1538,4441457
1539,3216734
1540,3006095
1541,4004096
1542,3135365
1543,1880324
1544,3729477
1545,2586238
1546,4045671
1547,2161959
1548,4683959
1549,4530671
1550,2161013
1551,3776771
1552,2163718
1553,1731495
1554,5661964
1555,5660440
1556,8027235
1557,2960087
1558,4028229
1559,3423921
1560,12397513
1561,3670826
1562,11562006
1563,13564913
1564,1692355
1565,1664814
1566,1156537
1567,1138483
1568,2399839
1569,1116127
1570,1085100
1571,5572948
1572,5716253
1573,2565897
1574,3525493
1575,4667629
1576,7773420
1577,3838070
1578,4993117
1579,5534234
1580,6909125
1581,4039233
1582,3167107
1583,4941210
1584,2685297
1585,13782963
1586,5916417
1587,2887691
1588,2477004
1589,2182477
1590,3909016
1591,5164412
1592,4106946
1593,2615611
1594,5222596
1595,5949021
1596,7766528
1597,1467792
1598,2452601
1599,2483972
1600,4159043
1601,8670081
1602,4267010
1603,2417227
1604,3988854
1605,7918875
1606,4934189
1607,7403808
1608,3250511
1609,2679222
1610,3900961
1611,2256839
1612,3640238
1613,3327055
1614,2561126
1615,5917724
1616,4866569
1617,3666368
1618,3098602
1619,3020171
1620,4082675
1621,3753032
1622,6134817
1623,1796472
1624,3095279
1625,3449745
1626,2542537
1627,2732790
1628,2761475
1629,3140279
1630,6840434
1631,4104852
1632,5909290
1633,3686653
1634,1859412
1635,1798748
1636,25909
1637,2450818
1638,5182296
1639,3154796
1640,1658565
1641,5228181
1642,1912650
1643,2083228
1644,2568888
1645,4295207
1646,5175127
1647,2896222
1648,2357713
1649,2704442
1650,2020491
1651,1439007
1652,1524328
1653,1655736
1654,2363168
1655,2813718
1656,2716462
1657,7161820
1658,1488003
1659,4307348
1660,2213520
1661,3816699
1662,2243043
1663,4277114
1664,2669114
1665,5413430
1666,2344712
1667,6886623
1668,4175747
1669,5145193
1670,7423708
1671,1989841
1672,2536938
1673,8764243
1674,5358496
1675,1832887
1676,3160544
1677,4457184
1678,1958547
1679,9085233
1680,3093901
1681,1897165
1682,3681404
1683,10836396
1684,3608027
1685,3263632
1686,2032273
1687,2819848
1688,5094654
1689,1549238
1690,1719243
1691,5768512
1692,5489171
1693,2092275
1694,4261867
1695,992858
1696,653872
1697,2247503
1698,1300816
1699,22438959
1700,5134945
1701,2573579
1702,2486109
1703,2243168
1704,2235757
1705,4346774
1706,2273749
1707,432374
1708,2527893
1709,2877146
1710,4191465
1711,4594389
1712,1182533
1713,3736271
1714,744118
1715,811319
1716,1649620
1717,1629092
1718,6255686
1719,7767862
1720,4289997
1721,4468886
1722,2463271
1723,2423579
1724,7072083
1725,3190077
1726,7614174
1727,2841910
1728,3496145
1729,6904675
1730,5398179
1731,2356680
1732,2909925
1733,3540671
1734,2687550
1735,4207105
1736,3382303
1737,3360606
1738,3600293
1739,2513329
1740,2652639
1741,6173281
1742,3751765
1743,2821813
1744,3683341
1745,5508939
1746,4883016
1747,3766710
1748,3803941
1749,2179634
1750,3044282
1751,2899875
1752,6310378
1753,10223990
1754,9941872
1755,2544136
1756,6482605
1757,4964016
1758,2893652
1759,6694809
1760,3630442
1761,4777978
1762,4999776
1763,1708729
1764,819405
1765,567010
1766,5614228
1767,3564473
1768,2478705
1769,10924945
1770,3030327
1771,4099517
1772,4332436
1773,2608374
1774,16093574
1775,2646433
1776,5108000
1777,2448283
1778,2539852
1779,2793438
1780,4020604
1781,2134229
1782,2333567
1783,3312571
1784,6181896
1785,4683628
1786,6084771
1787,3693617
1788,1951913
1789,5636659
1790,3159252
1791,7093286
1792,6894682
1793,2925625
1794,4147376
1795,7496505
1796,5058582
1797,7296800
1798,10660702
1799,2472968
1800,2291227
1801,3589638
1802,2547781
1803,2109034
1804,5125669
1805,3026626
1806,3037114
1807,2085517
1808,1977822
1809,4255067
1810,3417727
1811,3426091
1812,2725935
1813,3327115
1814,6552562
1815,5325947
1816,4330727
1817,2224672
1818,4070614
1819,2063959
1820,2573014
1821,4619193
1822,1921314
1823,2665683
1824,2486552
1825,2850187
1826,10331292
1827,3505315
1828,4809484
1829,2158755
1830,5063007
1831,5420189
1832,4224369
1833,2981657
1834,3463789
1835,2505390
1836,1750711
1837,2053451
1838,1939492
1839,3075164
1840,3183702
1841,1990529
1842,2011844
1843,12624092
1844,1577803
1845,849034
1846,4253288
1847,3921355
1848,2640888
1849,2473085
1850,1911266
1851,3496500
1852,1673257
1853,2881590
1854,2322095
1855,1991961
1856,4360955
1857,2546233
1858,2391413
1859,975419
1860,682478
1861,1264836
1862,3282039
1863,3269515
1864,2458125
1865,4759026
1866,3496575
1867,4377773
1868,1775153
1869,1415943
1870,1766313
1871,4426667
1872,7325176
1873,5437509
1874,3280421
1875,2464509
1876,7441167
1877,4464363
1878,3558839
1879,8498349
1880,2122765
1881,3332417
1882,3299423
1883,3127182
1884,4890824
1885,205547
1886,4904680
1887,3996320
1888,4835160
1889,7528602
1890,2621956
1891,3586802
1892,251603
1893,64606
1894,283115
1895,8087858
1896,10547745
1897,3216789
1898,3040720
1899,3260958
1900,3848856
1901,1910961
1902,2376134
1903,7101778
1904,385707
1905,542523
1906,1166830
1907,2071049
1908,221077
1909,458546
1910,5613878
1911,3048408
1912,3395508
1913,6670279
1914,10776428
1915,11834655
1916,3200263
1917,7026878
1918,6102495
1919,3492957
1920,4121800
1921,2394974
1922,2980595
1923,3223572
1924,3633137
1925,178354
1926,1137897
1927,681012
1928,1978720
1929,824553
1930,2189522
1931,4268809
1932,2801791
1933,5237135
1934,2420509
1935,1916069
1936,3310716
1937,5335551
1938,4319854
1939,6775858
1940,3413884
1941,2661003
1942,5701681
1943,3049004
1944,6139235
1945,1377262
1946,1166362
1947,1974438
1948,2393760
1949,2202968
1950,3888296
1951,5933184
1952,1583327
1953,2494044
1954,2728225
1955,493488
1956,8954976
1957,1080471
1958,3708814
1959,4850101
1960,3980784
1961,3219090
1962,2932128
1963,2884864
1964,1840798
1965,2559172
1966,2360604
1967,10495772
1968,2940094
1969,1266217
1970,1648358
1971,6864462
1972,3267485
1973,1116399
1974,1903739
1975,1745537
1976,3351849
1977,3145393
1978,14356560
1979,7522192
1980,3664275
1981,4983916
1982,6081435
1983,5229526
1984,3362636
1985,7620058
1986,3588907
1987,10187911
1988,6277914
1989,2511246
1990,8173843
1991,5031459
1992,3246825
1993,1905432
1994,1084627
1995,3863735
1996,4315370
1997,2010843
1998,1138005
1999,2112826
2000,3449423
2001,6273270
2002,3459572
2003,3526196
2004,3577012
2005,4029430
2006,3546167
2007,6996085
2008,2353803
2009,2951107
2010,2292550
2011,2541079
2012,1473241
2013,2594385
2014,3238461
2015,2412867
2016,6104441
2017,3232498
2018,8357730
2019,1067427
2020,391380
2021,2046714
2022,2508602
2023,5851128
2024,5711189
2025,6075227
2026,3556545
2027,3131620
2028,3118610
2029,3712542
2030,2664095
2031,6742653
2032,2052257
2033,1782210
2034,934920
2035,2046196
2036,5816955
2037,3210581
2038,3248826
2039,2298423
2040,5553009
2041,3147241
2042,6184867
2043,4983546
2044,5116142
2045,7733724
2046,3893748
2047,2248854
2048,4258238
2049,2823502
2050,3438757
2051,2279224
2052,1672182
2053,1354066
2054,13847495
2055,3160284
2056,4103748
2057,5498837
2058,3248048
2059,2694282
2060,4025215
2061,3173966
2062,1692509
2063,45630748
2064,67467858
2065,66433277
2066,7082853
2067,2710415
2068,3052682
2069,2739438
2070,1662268
2071,4044180
2072,3694018
2073,2890533
2074,2602329
2075,3844848
2076,30759
2077,126201
2078,20008
2079,8561926
2080,56188
2081,4091805
2082,4308645
2083,5117400
2084,7888551
2085,4585607
2086,8969829
2087,2973288
2088,9598294
2089,1866415
2090,2070787
2091,1461398
2092,78814
2093,4063356
2094,3278431
2095,4401768
2096,2509442
2097,901627
2098,3756821
2099,2700147
2100,5919511
2101,4547593
2102,1815286
2103,3726500
2104,2883178
2105,2640693
2106,2896950
2107,4551548
2108,4417267
2109,2942000
2110,2807560
2111,7244378
2112,593566
2113,2878664
2114,4874207
2115,1884960
2116,7248238
2117,6092886
2118,6812496
2119,9447081
2120,5566830
2121,4640971
2122,2753200
2123,4249080
2124,2332357
2125,3841722
2126,12704761
2127,1805217
2128,7467953
2129,4463637
2130,3163687
2131,3526180
2132,1321305
2133,1961025
2134,3049401
2135,1564723
2136,5215703
2137,2599691
2138,6870353
2139,4206474
2140,3253307
2141,2088268
2142,1579991
2143,1986675
2144,2592235
2145,3106986
2146,2037580
2147,2588700
2148,4758463
2149,2337760
